Date,Sales
2020-08-25,631.55200841351
2020-08-26,606.2143140525671
2020-08-27,651.7504370646973
2020-08-28,602.5113438930211
2020-08-29,772.9544018271869
2020-08-30,791.6556424657992
2020-08-31,652.5882089466809
2020-09-01,490.71618993509554
2020-09-02,516.799574096732
2020-09-03,512.6957808623235
2020-09-04,507.4537922451326
2020-09-05,730.1268254559684
2020-09-06,689.422178601556
2020-09-07,489.5557376678676
2020-09-08,555.027643734754
2020-09-09,591.2660002586813
2020-09-10,558.6848011900283
2020-09-11,482.2392734200653
2020-09-12,663.4028792378898
2020-09-13,716.0467649246676
2020-09-14,506.91887550569726
2020-09-15,541.5730713438393
2020-09-16,551.6070391275242
2020-09-17,500.66963240249316
2020-09-18,526.8013148931734
2020-09-19,581.4585843981469
2020-09-20,648.074504385382
2020-09-21,521.3386181088075
2020-09-22,491.5916962168486
2020-09-23,578.1070598189349
2020-09-24,486.3400083873585
2020-09-25,516.1524441504596
2020-09-26,683.3855250951435
2020-09-27,722.811035473736
2020-09-28,486.606501291561
2020-09-29,564.6868074167846
2020-09-30,530.2084157079152
2020-10-01,500.56569337108067
2020-10-02,543.983586155609
2020-10-03,686.2018018201065
2020-10-04,662.3330336633303
2020-10-05,532.5431315529864
2020-10-06,518.9991901226247
2020-10-07,534.0736474112066
2020-10-08,550.6415763144923
2020-10-09,578.4676895884131
2020-10-10,643.8622491644387
2020-10-11,745.0972443941239
2020-10-12,472.65313819395254
2020-10-13,526.7717483537518
2020-10-14,549.0843464245482
2020-10-15,539.9741152872535
2020-10-16,512.9729026857765
2020-10-17,675.5197497948677
2020-10-18,667.0829182910127
2020-10-19,514.301532647643
2020-10-20,557.5800672917918
2020-10-21,542.9119979853042
2020-10-22,511.52377457372467
2020-10-23,559.4085877197335
2020-10-24,691.749106108226
2020-10-25,707.0255130722883
2020-10-26,551.6380437900194
2020-10-27,507.98885722984056
2020-10-28,516.1628053767854
2020-10-29,555.4965737615839
2020-10-30,551.4984025960816
2020-10-31,682.669775839345
2020-11-01,686.9261741827246
2020-11-02,571.8458285823056
2020-11-03,515.8782690687696
2020-11-04,550.1478611941372
2020-11-05,527.778689211211
2020-11-06,527.4235617126029
2020-11-07,717.0268323942269
2020-11-08,708.9355463294437
2020-11-09,558.6878739650138
2020-11-10,573.5564781248161
2020-11-11,535.1317581843606
2020-11-12,555.0697610994184
2020-11-13,525.4126982879576
2020-11-14,694.5552205856061
2020-11-15,681.035467405114
2020-11-16,537.9591670111178
2020-11-17,553.0135278496354
2020-11-18,510.72172561471535
2020-11-19,598.1494934074751
2020-11-20,505.3068827171119
2020-11-21,649.1712748036628
2020-11-22,720.4497884174883
2020-11-23,559.565872056566
2020-11-24,554.6491147744343
2020-11-25,554.8854145659898
2020-11-26,535.7771751278456
2020-11-27,509.3364761938697
2020-11-28,688.6377731094482
2020-11-29,666.1583140434648
2020-11-30,565.8362864165522
2020-12-01,632.2805019941472
2020-12-02,612.0368365606278
2020-12-03,627.269706240005
2020-12-04,649.4087541430551
2020-12-05,770.2186029558588
2020-12-06,762.5732566981768
2020-12-07,644.6600139351189
2020-12-08,644.8079237488148
2020-12-09,622.3601603796109
2020-12-10,623.5468354973868
2020-12-11,644.7490118118573
2020-12-12,744.4545124714001
2020-12-13,745.7826585102148
2020-12-14,616.5627741291302
2020-12-15,631.8222152405394
2020-12-16,647.6623857850267
2020-12-17,682.7053743507647
2020-12-18,664.2840055635305
2020-12-19,783.8655899937588
2020-12-20,788.2027886807725
2020-12-21,608.8069230039107
2020-12-22,638.436938888465
2020-12-23,630.442102825824
2020-12-24,648.8929478287625
2020-12-25,614.5039917372419
2020-12-26,805.0108444962385
2020-12-27,835.5221454842722
2020-12-28,636.3867026656809
2020-12-29,651.8103878075466
2020-12-30,660.5728849211034
2020-12-31,627.9414800383865
2021-01-01,546.8103976744658
2021-01-02,690.5749242687989
2021-01-03,693.2369642270016
2021-01-04,517.2259167800644
2021-01-05,541.2610445486883
2021-01-06,555.5752170834752
2021-01-07,584.2791056051547
2021-01-08,569.6324511790513
2021-01-09,755.5593291470334
2021-01-10,668.0529575602369
2021-01-11,567.3525325736905
2021-01-12,546.7927026694123
2021-01-13,607.0960595189836
2021-01-14,517.2625519869906
2021-01-15,516.4293743074136
2021-01-16,673.7487792347077
2021-01-17,628.1232158939259
2021-01-18,526.176965997989
2021-01-19,519.2851658269926
2021-01-20,546.6804882930813
2021-01-21,552.5308829973017
2021-01-22,598.6728579256551
2021-01-23,721.0099769199518
2021-01-24,675.2996811296897
2021-01-25,515.7638796843028
2021-01-26,557.5834239951404
2021-01-27,503.3283816645177
2021-01-28,597.9886698759592
2021-01-29,578.5376395471588
2021-01-30,679.1886953875709
2021-01-31,641.9794581031772
2021-02-01,584.0991942260576
2021-02-02,540.1563566687084
2021-02-03,580.8365704106825
2021-02-04,495.97878031283926
2021-02-05,525.9398884132488
2021-02-06,694.1879791185992
2021-02-07,695.5496149651876
2021-02-08,530.7477620330596
2021-02-09,563.0447531730537
2021-02-10,512.4401713463426
2021-02-11,540.3069287023733
2021-02-12,548.2967112295606
2021-02-13,710.2305363251578
2021-02-14,716.2553466712537
2021-02-15,511.27716659864274
2021-02-16,499.1025332569017
2021-02-17,583.5657920611173
2021-02-18,555.3144367887415
2021-02-19,522.9999493578489
2021-02-20,742.0986337454128
2021-02-21,699.1438425337145
2021-02-22,581.1620480520353
2021-02-23,547.9182159976154
2021-02-24,607.8246283269634
2021-02-25,598.7719448789917
2021-02-26,538.752324176515
2021-02-27,725.4779061847096
2021-02-28,715.8015851688249
2021-03-01,587.6087824324327
2021-03-02,517.7116609142507
2021-03-03,567.3504375567989
2021-03-04,578.6311573875248
2021-03-05,494.2257672145355
2021-03-06,661.5997254524474
2021-03-07,636.0300445248093
2021-03-08,539.2343338494671
2021-03-09,568.9523355818745
2021-03-10,592.6063084960682
2021-03-11,549.8679693709722
2021-03-12,596.6131213507093
2021-03-13,656.4611402623156
2021-03-14,646.8722398532993
2021-03-15,546.416811092247
2021-03-16,559.7147345525166
2021-03-17,547.3214576667062
2021-03-18,486.3885661335244
2021-03-19,545.8477569745287
2021-03-20,659.4968021699584
2021-03-21,718.8305926751968
2021-03-22,559.8478926183928
2021-03-23,520.7630806708584
2021-03-24,533.6529957657699
2021-03-25,517.4021266543939
2021-03-26,547.407688418059
2021-03-27,728.0518599764829
2021-03-28,669.9353379965711
2021-03-29,564.7380438773645
2021-03-30,533.8184488858476
2021-03-31,526.0495214943421
2021-04-01,546.7343246887674
2021-04-02,518.9974948400146
2021-04-03,683.554814377372
2021-04-04,664.3374857853137
2021-04-05,609.3251055756625
2021-04-06,551.5507871725144
2021-04-07,529.6106443987767
2021-04-08,557.1313359857725
2021-04-09,547.4516261982127
2021-04-10,694.3019087281326
2021-04-11,719.4655267406238
2021-04-12,573.8752860659317
2021-04-13,535.3445493613884
2021-04-14,534.0945655955555
2021-04-15,543.2270909255384
2021-04-16,482.5305359232117
2021-04-17,656.2419680245144
2021-04-18,742.8134569389985
2021-04-19,601.2657893458928
2021-04-20,544.5552057793547
2021-04-21,569.4325248829107
2021-04-22,561.5828496527355
2021-04-23,644.7212982952781
2021-04-24,736.05165040985
2021-04-25,698.7364043475814
2021-04-26,524.0172478991833
2021-04-27,504.5996005346605
2021-04-28,559.0064282435961
2021-04-29,530.321525834242
2021-04-30,510.45396593003255
2021-05-01,683.8339197158786
2021-05-02,670.8941951599143
2021-05-03,604.0644133457147
2021-05-04,580.0088860272131
2021-05-05,553.4300431044226
2021-05-06,598.1770755358136
2021-05-07,556.2093296237331
2021-05-08,678.1592833796483
2021-05-09,749.8010607627775
2021-05-10,570.3841687804193
2021-05-11,523.2090118652775
2021-05-12,548.7257651777546
2021-05-13,528.2769069439117
2021-05-14,513.1709916417161
2021-05-15,732.5498390217872
2021-05-16,762.1565408351336
2021-05-17,513.0265434316469
2021-05-18,571.9821767721301
2021-05-19,535.6833516229498
2021-05-20,540.6983962088555
2021-05-21,537.6498690198218
2021-05-22,679.6114926817852
2021-05-23,707.0963936357161
2021-05-24,530.8217703302319
2021-05-25,563.9735076211498
2021-05-26,554.4621885894722
2021-05-27,548.9104194921457
2021-05-28,528.9614800620817
2021-05-29,688.9947790314714
2021-05-30,729.0691847484857
2021-05-31,571.5444926276361
2021-06-01,627.2998486801398
2021-06-02,659.7160042121648
2021-06-03,679.3871777756334
2021-06-04,606.8729346660302
2021-06-05,823.365427896261
2021-06-06,787.2954383816793
2021-06-07,674.4016402330412
2021-06-08,634.4954345041626
2021-06-09,603.3562752056941
2021-06-10,608.7859941143265
2021-06-11,659.1643446758546
2021-06-12,815.6230003528493
2021-06-13,780.8113555732642
2021-06-14,677.2081571149093
2021-06-15,608.3143105087111
2021-06-16,656.2870474425521
2021-06-17,622.0484844342894
2021-06-18,638.9334162182901
2021-06-19,810.019988617039
2021-06-20,782.8951565442197
2021-06-21,647.2804202010351
2021-06-22,689.1153998295548
2021-06-23,641.7293884926188
2021-06-24,684.2164369654593
2021-06-25,625.363996988968
2021-06-26,825.2588569913468
2021-06-27,852.721319298817
2021-06-28,585.434454700453
2021-06-29,635.7864610653489
2021-06-30,677.1150115700711
2021-07-01,653.8210151985569
2021-07-02,671.1562820061777
2021-07-03,792.0118792287553
2021-07-04,812.8386574796086
2021-07-05,655.680175818851
2021-07-06,695.4934837555992
2021-07-07,668.202176230033
2021-07-08,670.8071598184445
2021-07-09,648.4322999977061
2021-07-10,796.2699512843969
2021-07-11,798.0309213971748
2021-07-12,672.950760328304
2021-07-13,648.5971906575389
2021-07-14,670.0294998142308
2021-07-15,723.7078070918933
2021-07-16,687.6890532606726
2021-07-17,801.8841352178782
2021-07-18,847.8107878730234
2021-07-19,649.6416380426502
2021-07-20,600.8496922031529
2021-07-21,631.8603679561581
2021-07-22,606.0887286780961
2021-07-23,651.7766108128243
2021-07-24,812.9840957349418
2021-07-25,862.8341927527053
2021-07-26,672.4584236225634
2021-07-27,656.1871155705643
2021-07-28,687.7518278955266
2021-07-29,596.645130214977
2021-07-30,670.1571552536622
2021-07-31,836.3242033522059
2021-08-01,768.9501891873933
2021-08-02,697.7299268821882
2021-08-03,673.6817268360044
2021-08-04,651.1777262193395
2021-08-05,682.7293486447438
2021-08-06,731.976207420879
2021-08-07,819.4209383636935
2021-08-08,821.5210973261404
2021-08-09,650.4031817761147
2021-08-10,638.79820670357
2021-08-11,689.3131413090327
2021-08-12,638.8300810606311
2021-08-13,666.7691119796705
2021-08-14,800.4019304853268
2021-08-15,829.2105776858638
2021-08-16,674.9605750972722
2021-08-17,696.1864392915925
2021-08-18,649.8692780234047
2021-08-19,657.1830509554376
2021-08-20,636.0259165659612
2021-08-21,802.1695592623388
2021-08-22,826.9269008811593
2021-08-23,688.427073614366
2021-08-24,638.1619844148684
2021-08-25,692.0246507685587
2021-08-26,706.715137954729
2021-08-27,678.5585783124832
2021-08-28,872.5689346177058
2021-08-29,793.1609132930483
2021-08-30,629.1444771920046
2021-08-31,613.2320398494105
2021-09-01,611.584505686406
2021-09-02,586.443675057544
2021-09-03,565.2546942648003
2021-09-04,725.4308222069002
2021-09-05,683.376621023546
2021-09-06,640.6233808561938
2021-09-07,571.2369859521374
2021-09-08,570.751723356219
2021-09-09,589.3524072602247
2021-09-10,582.1192145205571
2021-09-11,724.5149873220212
2021-09-12,694.1937619554797
2021-09-13,582.1615753581106
2021-09-14,624.5877885634733
2021-09-15,608.5991840790633
2021-09-16,616.1417105187876
2021-09-17,553.1191704518618
2021-09-18,688.8770251622317
2021-09-19,714.9010911921912
2021-09-20,570.4559751890332
2021-09-21,601.7195023996926
2021-09-22,518.2293469793111
2021-09-23,614.9993244797658
2021-09-24,564.4821069637694
2021-09-25,706.5254408479082
2021-09-26,689.0782707137175
2021-09-27,519.9052308407411
2021-09-28,594.3555775407632
2021-09-29,571.9695280627496
2021-09-30,531.1806910800575
2021-10-01,531.1366839355724
2021-10-02,710.0250351439687
2021-10-03,770.2787509065461
2021-10-04,562.5298936321477
2021-10-05,525.3328746047043
2021-10-06,563.1644003008608
2021-10-07,562.4645141562008
2021-10-08,489.84915098557536
2021-10-09,719.2364333034799
2021-10-10,714.0467724179456
2021-10-11,591.9705282938002
2021-10-12,626.6625492229496
2021-10-13,605.1003462862136
2021-10-14,563.3462637083277
2021-10-15,538.3266761879142
2021-10-16,798.8327765728518
2021-10-17,723.5180645209823
2021-10-18,572.2689192831277
2021-10-19,571.2368169376309
2021-10-20,578.0126413991583
2021-10-21,567.848815243596
2021-10-22,555.0792964200989
2021-10-23,705.9929174144859
2021-10-24,721.5256165704094
2021-10-25,556.3150005680681
2021-10-26,551.3418992469578
2021-10-27,576.0297085832213
2021-10-28,565.2970142550304
2021-10-29,618.1756494603284
2021-10-30,643.6362945762492
2021-10-31,756.020123410905
2021-11-01,610.7670026533516
2021-11-02,511.29226893136996
2021-11-03,563.3228771063957
2021-11-04,562.5698079741242
2021-11-05,531.5972121376549
2021-11-06,700.5975913766549
2021-11-07,690.724345665598
2021-11-08,626.7192633574731
2021-11-09,602.33103087438
2021-11-10,612.5168609549726
2021-11-11,596.1298990516366
2021-11-12,540.7177130190142
2021-11-13,708.9631871923297
2021-11-14,739.4895610427521
2021-11-15,538.2540189643479
2021-11-16,596.4173351614695
2021-11-17,567.9271493367455
2021-11-18,564.0018160801934
2021-11-19,596.6847683779778
2021-11-20,738.7933977016457
2021-11-21,714.7460424076838
2021-11-22,610.4644505083754
2021-11-23,543.3621856046427
2021-11-24,594.3816826661592
2021-11-25,593.8061812220745
2021-11-26,566.836279328795
2021-11-27,736.0161922006699
2021-11-28,688.8083232670389
2021-11-29,604.1720701599967
2021-11-30,571.0137245156917
2021-12-01,660.9886270186018
2021-12-02,708.2501234344713
2021-12-03,655.7590649682736
2021-12-04,784.7450658188413
2021-12-05,780.4095585292227
2021-12-06,695.3982613005006
2021-12-07,638.9146112104346
2021-12-08,730.0808462700458
2021-12-09,615.0886675991948
2021-12-10,728.5497699095993
2021-12-11,834.0961319021684
2021-12-12,824.9737435551698
2021-12-13,661.6370933322047
2021-12-14,690.068278392227
2021-12-15,677.0746829141111
2021-12-16,711.4123094725438
2021-12-17,681.849611497101
2021-12-18,833.0413639062879
2021-12-19,817.7334737212076
2021-12-20,677.0430004011829
2021-12-21,688.0949512047683
2021-12-22,627.6653753834995
2021-12-23,638.6343935252186
2021-12-24,701.4874080342631
2021-12-25,834.4249773826115
2021-12-26,823.8890431733846
2021-12-27,680.0710902811185
2021-12-28,690.0550524751985
2021-12-29,663.5443399302591
2021-12-30,656.4975176026622
2021-12-31,685.8315460428538
2022-01-01,700.7145340866641
2022-01-02,742.4228291117408
2022-01-03,529.2072673383632
2022-01-04,611.2689736104594
2022-01-05,594.681757988273
2022-01-06,588.2942545704896
2022-01-07,610.2036210846304
2022-01-08,780.7966539253341
2022-01-09,761.3730515671923
2022-01-10,525.8252517018907
2022-01-11,542.7736986649606
2022-01-12,562.525979361353
2022-01-13,582.1627972237402
2022-01-14,597.0193653566804
2022-01-15,709.8268093731945
2022-01-16,737.3116557273025
2022-01-17,559.1566938475821
2022-01-18,563.582176753615
2022-01-19,539.8374069631185
2022-01-20,554.4497715104297
2022-01-21,541.7057597504586
2022-01-22,703.0896293548202
2022-01-23,764.0846098675671
2022-01-24,554.1029183295653
2022-01-25,661.6658759648369
2022-01-26,597.6034800713336
2022-01-27,588.4585557809448
2022-01-28,557.2722676898538
2022-01-29,754.1418265027517
2022-01-30,715.9729243585404
2022-01-31,587.0118826102262
2022-02-01,660.2636533441208
2022-02-02,580.6888492295091
2022-02-03,618.1583750350105
2022-02-04,562.6944115178553
2022-02-05,732.8495785819149
2022-02-06,787.1327813910806
2022-02-07,565.309279613574
2022-02-08,638.6012771123065
2022-02-09,605.5699074612546
2022-02-10,567.572875145954
2022-02-11,603.5286396196393
2022-02-12,763.8425699619673
2022-02-13,753.429764364873
2022-02-14,537.778252926835
2022-02-15,563.1804082739943
2022-02-16,577.678493507387
2022-02-17,582.9805787261223
2022-02-18,603.9432735508358
2022-02-19,740.7636696775047
2022-02-20,695.4818379133958
2022-02-21,597.0576332300694
2022-02-22,604.0787990835968
2022-02-23,602.664469188205
2022-02-24,618.4037065421041
2022-02-25,611.1074784371242
2022-02-26,749.9747452027019
2022-02-27,734.2039005072811
2022-02-28,536.5895728707525
2022-03-01,599.4164764754015
2022-03-02,592.8680895415089
2022-03-03,594.8943530676685
2022-03-04,548.5540597023896
2022-03-05,704.5343497899427
2022-03-06,768.6701606273693
2022-03-07,585.9984494368742
2022-03-08,607.7396539989444
2022-03-09,588.253713386871
2022-03-10,588.4063753130213
2022-03-11,615.7717343326206
2022-03-12,722.2514073320111
2022-03-13,740.7259015119535
2022-03-14,574.0835485677644
2022-03-15,575.0264494311378
2022-03-16,578.8957015752399
2022-03-17,594.944407453502
2022-03-18,574.0274646797781
2022-03-19,776.1721361220797
2022-03-20,711.7707623134806
2022-03-21,583.1123610804166
2022-03-22,575.6361076822238
2022-03-23,632.3469049862528
2022-03-24,594.9437407761797
2022-03-25,620.1119626900831
2022-03-26,694.6993443401066
2022-03-27,747.3871925324852
2022-03-28,616.1741374503023
2022-03-29,592.0632622850535
2022-03-30,621.668682883943
2022-03-31,574.295147154163
2022-04-01,632.2037528879333
2022-04-02,808.999802416135
2022-04-03,729.2572309195594
2022-04-04,576.8868411159177
2022-04-05,633.9629800966635
2022-04-06,637.8581391802455
2022-04-07,574.8947030189179
2022-04-08,578.0844283458318
2022-04-09,732.346023618084
2022-04-10,700.5755755780626
2022-04-11,563.4590615397566
2022-04-12,561.0039259569122
2022-04-13,568.203751031542
2022-04-14,590.3066603882542
2022-04-15,598.4831780111449
2022-04-16,788.0812798446633
2022-04-17,711.7251728632689
2022-04-18,621.3149950649218
2022-04-19,585.4751868090507
2022-04-20,590.5204698714347
2022-04-21,612.3584949511974
2022-04-22,558.541778564522
2022-04-23,753.8052606221042
2022-04-24,747.4360635081661
2022-04-25,607.3255642072105
2022-04-26,601.3366146293922
2022-04-27,666.4300885346762
2022-04-28,573.7484138350017
2022-04-29,577.0602337376781
2022-04-30,724.4054556201814
2022-05-01,726.5448868633084
2022-05-02,574.1971156441123
2022-05-03,629.098754421726
2022-05-04,636.1529149533868
2022-05-05,576.5249277263986
2022-05-06,568.7861783709477
2022-05-07,758.0088412808583
2022-05-08,727.4092122860287
2022-05-09,613.0733871723148
2022-05-10,600.2826522903803
2022-05-11,548.8321672401158
2022-05-12,640.8391757551263
2022-05-13,648.3998789332819
2022-05-14,726.2494170510762
2022-05-15,733.11155999272
2022-05-16,603.4280975377384
2022-05-17,604.9953685407937
2022-05-18,614.8275220465596
2022-05-19,655.4868590545567
2022-05-20,589.9818350919364
2022-05-21,721.450863605796
2022-05-22,704.1297331267054
2022-05-23,573.6909377940754
2022-05-24,594.7345588313108
2022-05-25,649.67463294825
2022-05-26,580.4190870968229
2022-05-27,602.7705936422666
2022-05-28,745.6737972361088
2022-05-29,781.9278113469255
2022-05-30,672.1935149448833
2022-05-31,580.5690080062567
2022-06-01,681.9214169435114
2022-06-02,728.038955556322
2022-06-03,717.2804029582308
2022-06-04,902.3344070667141
2022-06-05,864.5605618796037
2022-06-06,686.3734826214047
2022-06-07,714.9814192909773
2022-06-08,730.632410812887
2022-06-09,722.0952978565124
2022-06-10,712.8085823790021
2022-06-11,879.7001311586494
2022-06-12,882.8882872095367
2022-06-13,739.383718252484
2022-06-14,717.4897741742392
2022-06-15,693.1244641622359
2022-06-16,702.6489461899329
2022-06-17,734.5523336173756
2022-06-18,823.9585235176995
2022-06-19,859.6363219386952
2022-06-20,686.8854873278791
2022-06-21,699.6575254109362
2022-06-22,737.2582656263021
2022-06-23,704.747210813872
2022-06-24,700.5168642431511
2022-06-25,808.4376125942607
2022-06-26,871.7304328296666
2022-06-27,718.8168803082739
2022-06-28,764.4595255983971
2022-06-29,690.4380658758349
2022-06-30,706.3554517795347
2022-07-01,707.371981486131
2022-07-02,897.3235983929043
2022-07-03,847.2506630535831
2022-07-04,708.5897038234936
2022-07-05,718.5654823670711
2022-07-06,706.0363897954575
2022-07-07,687.1546366894426
2022-07-08,706.4798739380992
2022-07-09,882.9756556721348
2022-07-10,820.0807732192015
2022-07-11,704.9748514511314
2022-07-12,680.0916658037415
2022-07-13,737.0562181448537
2022-07-14,655.6187411587869
2022-07-15,684.6562219093441
2022-07-16,862.8497626046191
2022-07-17,898.6086562549053
2022-07-18,699.7799565708772
2022-07-19,685.2060076274626
2022-07-20,758.4062345366679
2022-07-21,658.6406344661546
2022-07-22,636.226401805231
2022-07-23,865.5005430306252
2022-07-24,837.3480118236384
2022-07-25,671.8821830654871
2022-07-26,723.8793900235809
